# Particles file: positions, velocities, colors, radii
-0.48297 -1.41946 -0.58736	 0.00000 -0.01217  0.00000	 0.45535  0.14361  0.17605	 0.03400
 0.81644  5.65056 -2.86000	-0.08186 -0.22329 -0.03436	 0.45539  0.14362  0.17607	 0.03400
-4.61065  1.65451 -4.56087	-0.04805  0.05936 -0.02882	 0.45544  0.14363  0.17609	 0.03400
 0.65849 -1.51006  0.04235	 0.00000 -0.01217  0.00000	 0.45548  0.14365  0.17610	 0.03400
 2.43585  10.54629  0.50099	 0.02139 -0.08659 -0.04011	 0.45554  0.14367  0.17613	 0.03400
-0.59182 -0.97582 -0.52679	 0.00000 -0.01217  0.00000	 0.45560  0.14368  0.17615	 0.03400
-3.37003  2.38247 -3.07570	-0.09651  0.05213  0.03911	 0.45562  0.14369  0.17616	 0.03400
-0.12924 -0.67179 -0.56096	 0.00000 -0.01217  0.00000	 0.45568  0.14371  0.17618	 0.03400
-0.35154 -1.43442  0.59526	 0.00000 -0.01217  0.00000	 0.45574  0.14373  0.17620	 0.03400
 0.41501 -0.94680  0.49015	 0.00000 -0.01217  0.00000	 0.45582  0.14375  0.17623	 0.03400
-0.62966 -1.10049  0.16872	 0.00000 -0.01217  0.00000	 0.45584  0.14376  0.17624	 0.03400
-0.58554 -1.53333  0.21952	 0.00000 -0.01217  0.00000	 0.45588  0.14377  0.17625	 0.03400
-3.07343  19.45694 -2.31286	-0.02397 -0.06255 -0.17295	 0.45593  0.14379  0.17628	 0.03400
 0.35482 -1.54889  0.50023	 0.00000 -0.01217  0.00000	 0.45601  0.14381  0.17630	 0.03400
-0.27027 -1.49074 -0.06391	 0.00000 -0.01217  0.00000	 0.45604  0.14382  0.17632	 0.03400
-0.10914 -0.88819  0.75384	 0.00000 -0.01217  0.00000	 0.45611  0.14384  0.17634	 0.03400
-0.58702 -1.10042  0.18150	 0.00000 -0.01217  0.00000	 0.45618  0.14386  0.17637	 0.03400
