# Particles file: positions, velocities, colors, radii
-0.48297 -1.38562 -0.58736	 0.00000 -0.01217  0.00000	 0.48618  0.15308  0.18790	 0.03400
 1.10636  6.52055 -2.71747	-0.04121 -0.17062 -0.02940	 0.48622  0.15310  0.18791	 0.03400
-4.41711  1.38591 -4.41422	-0.04121  0.06925 -0.05238	 0.48627  0.15311  0.18793	 0.03400
 0.65849 -1.47622  0.04235	 0.00000 -0.01217  0.00000	 0.48630  0.15312  0.18794	 0.03400
 2.34059  10.85837  0.69049	 0.03335 -0.06984 -0.06289	 0.48636  0.15314  0.18797	 0.03400
-0.59182 -0.94198 -0.52679	 0.00000 -0.01217  0.00000	 0.48641  0.15315  0.18799	 0.03400
-2.98107  2.18231 -3.24822	-0.08490  0.02450  0.05125	 0.48643  0.15316  0.18800	 0.03400
-0.12924 -0.63796 -0.56096	 0.00000 -0.01217  0.00000	 0.48648  0.15318  0.18801	 0.03400
-0.35154 -1.40058  0.59526	 0.00000 -0.01217  0.00000	 0.48654  0.15319  0.18804	 0.03400
 0.41501 -0.91296  0.49015	 0.00000 -0.01217  0.00000	 0.48661  0.15321  0.18806	 0.03400
-0.62966 -1.06665  0.16872	 0.00000 -0.01217  0.00000	 0.48663  0.15322  0.18807	 0.03400
-0.58554 -1.49949  0.21952	 0.00000 -0.01217  0.00000	 0.48666  0.15323  0.18808	 0.03400
-3.02409  19.67522 -1.64377	-0.01272 -0.04523 -0.12288	 0.48671  0.15325  0.18810	 0.03400
 0.35482 -1.51505  0.50023	 0.00000 -0.01217  0.00000	 0.48678  0.15327  0.18813	 0.03400
-0.27027 -1.45690 -0.06391	 0.00000 -0.01217  0.00000	 0.48681  0.15328  0.18814	 0.03400
-0.10914 -0.85435  0.75384	 0.00000 -0.01217  0.00000	 0.48687  0.15330  0.18817	 0.03400
-0.58702 -1.06658  0.18150	 0.00000 -0.01217  0.00000	 0.48693  0.15331  0.18819	 0.03400
 0.52274 -1.42419 -0.11348	 0.00000 -0.01217  0.00000	 0.48694  0.15332  0.18819	 0.03400
-0.07375 -1.00497 -0.33263	 0.00000 -0.01217  0.00000	 0.48700  0.15334  0.18821	 0.03400
 6.56830  19.75013 -1.74097	 0.35193 -0.00697 -0.04662	 0.48706  0.15335  0.18824	 0.03400
-4.93395  2.96327 -2.60928	-0.09500  0.04676  0.03174	 0.48712  0.15337  0.18826	 0.03400
-0.86817  0.76395 -0.24892	-0.02177 -0.02871 -0.02057	 0.48714  0.15338  0.18827	 0.03400
-5.29065  1.71311 -3.26587	-0.06775 -0.00201 -0.02446	 0.48717  0.15339  0.18828	 0.03400
