# Particles file: positions, velocities, colors, radii
-0.48297 -1.30666 -0.58736	 0.00000 -0.01217  0.00000	 0.54365  0.17075  0.20998	 0.03400
 1.34489  7.67611 -2.62339	-0.05292 -0.11072 -0.01764	 0.54368  0.17076  0.20999	 0.03400
-4.01033  0.89525 -3.76210	-0.05727  0.01366 -0.05353	 0.54371  0.17077  0.21001	 0.03400
 0.65849 -1.39726  0.04235	 0.00000 -0.01217  0.00000	 0.54373  0.17077  0.21001	 0.03400
 1.77056  11.46261  1.18902	 0.07373 -0.06333 -0.03310	 0.54377  0.17079  0.21003	 0.03400
-0.59182 -0.86302 -0.52679	 0.00000 -0.01217  0.00000	 0.54380  0.17079  0.21004	 0.03400
-2.12644  2.14720 -3.69544	-0.11065 -0.01095  0.03568	 0.54382  0.17080  0.21005	 0.03400
-0.12924 -0.55900 -0.56096	 0.00000 -0.01217  0.00000	 0.54385  0.17081  0.21006	 0.03400
-0.35154 -1.32162  0.59526	 0.00000 -0.01217  0.00000	 0.54389  0.17082  0.21008	 0.03400
 0.41501 -0.83400  0.49015	 0.00000 -0.01217  0.00000	 0.54393  0.17084  0.21009	 0.03400
-0.62966 -0.98769  0.16872	 0.00000 -0.01217  0.00000	 0.54395  0.17084  0.21010	 0.03400
-0.58554 -1.42053  0.21952	 0.00000 -0.01217  0.00000	 0.54397  0.17085  0.21011	 0.03400
-2.20624  19.87473 -0.66881	-0.16826 -0.00468 -0.10284	 0.54400  0.17086  0.21012	 0.03400
 0.35482 -1.43609  0.50023	 0.00000 -0.01217  0.00000	 0.54404  0.17087  0.21014	 0.03400
-0.27027 -1.37795 -0.06391	 0.00000 -0.01217  0.00000	 0.54407  0.17088  0.21014	 0.03400
-0.10914 -0.77540  0.75384	 0.00000 -0.01217  0.00000	 0.54411  0.17089  0.21016	 0.03400
-0.58702 -0.98763  0.18150	 0.00000 -0.01217  0.00000	 0.54415  0.17090  0.21018	 0.03400
 0.52274 -1.34524 -0.11348	 0.00000 -0.01217  0.00000	 0.54415  0.17090  0.21018	 0.03400
-0.07375 -0.92601 -0.33263	 0.00000 -0.01217  0.00000	 0.54419  0.17092  0.21019	 0.03400
 3.92593  19.69874 -1.17193	 0.21832  0.00315 -0.05193	 0.54423  0.17093  0.21021	 0.03400
-4.03271  2.48837 -2.90441	-0.08488  0.04968  0.02320	 0.54427  0.17094  0.21022	 0.03400
-0.74932  0.79506 -0.06431	-0.00773  0.01177 -0.02023	 0.54428  0.17094  0.21023	 0.03400
-4.36984  1.57086 -3.34760	-0.10227  0.03589  0.01375	 0.54430  0.17095  0.21024	 0.03400
 0.97926  6.78447 -1.88074	 0.00876 -0.04827  0.01187	 0.54435  0.17097  0.21025	 0.03400
 0.27351 -1.12136  0.83735	 0.00000 -0.01217  0.00000	 0.54439  0.17098  0.21027	 0.03400
 0.30603 -1.24334  0.38400	 0.00000 -0.01217  0.00000	 0.54441  0.17098  0.21028	 0.03400
 0.31818 -1.34820 -0.71141	 0.00000 -0.01217  0.00000	 0.54444  0.17099  0.21029	 0.03400
 0.50388  5.79997 -2.18779	-0.12219 -0.09148 -0.02983	 0.54448  0.17100  0.21030	 0.03400
 0.76657 -0.98194 -0.27731	 0.00000 -0.01217  0.00000	 0.54450  0.17101  0.21031	 0.03400
-2.52524  2.61793 -3.88471	-0.08583  0.00580  0.03504	 0.54453  0.17102  0.21032	 0.03400
-2.11128  13.11601  0.85070	 0.04996  0.01988 -0.01427	 0.54457  0.17103  0.21034	 0.03400
-0.66110 -0.89584  0.04733	 0.00000 -0.01217  0.00000	 0.54461  0.17104  0.21035	 0.03400
 0.72181  19.01866  2.56133	 0.03999  0.06726 -0.02251	 0.54463  0.17105  0.21036	 0.03400
 0.38608  8.18375 -1.14579	 0.03628  0.04341  0.02219	 0.54466  0.17106  0.21037	 0.03400
 1.44432  18.01542  3.63697	 0.08208  0.05275  0.01831	 0.54470  0.17107  0.21039	 0.03400
-1.95514  1.52007  0.00249	-0.02888 -0.02679 -0.01894	 0.54472  0.17108  0.21040	 0.03400
-4.19749  1.17018 -3.82465	-0.05934  0.03836 -0.05543	 0.54474  0.17108  0.21040	 0.03400
-0.34901 -0.38693 -1.38626	 0.00000 -0.01217  0.00000	 0.54478  0.17110  0.21042	 0.03400
 0.80409 -1.13028  0.18016	 0.00000 -0.01217  0.00000	 0.54482  0.17111  0.21043	 0.03400
 0.58072 -1.12631 -0.55494	 0.00000 -0.01217  0.00000	 0.54483  0.17111  0.21044	 0.03400
 0.16512 -1.09819 -0.88059	 0.00000 -0.01217  0.00000	 0.54486  0.17112  0.21045	 0.03400
 0.18937 -1.13275  0.45150	 0.00000 -0.01217  0.00000	 0.54490  0.17113  0.21047	 0.03400
-2.09669  5.82385 -2.20588	-0.02623  0.01101  0.08176	 0.54494  0.17115  0.21048	 0.03400
 1.24283  7.43083 -2.77246	-0.02180 -0.08721 -0.00703	 0.54495  0.17115  0.21048	 0.03400
-0.31085 -0.94207  0.87328	 0.00000 -0.01217  0.00000	 0.54499  0.17116  0.21050	 0.03400
-0.29185 -0.78078  0.77264	 0.00000 -0.01217  0.00000	 0.54503  0.17117  0.21051	 0.03400
-0.05304 -1.51312 -0.41303	 0.00000 -0.01217  0.00000	 0.54505  0.17118  0.21052	 0.03400
 0.17124 -1.06030  0.02462	 0.00000 -0.01217  0.00000	 0.54508  0.17119  0.21053	 0.03400
 0.14469 -1.36165  0.01239	 0.00000 -0.01217  0.00000	 0.54511  0.17120  0.21055	 0.03400
-0.36087 -0.87191 -0.67301	 0.00000 -0.01217  0.00000	 0.54515  0.17121  0.21056	 0.03400
 2.05152  17.29075  3.61802	 0.10183  0.02914  0.01646	 0.54517  0.17122  0.21057	 0.03400
-4.06079  1.54877 -3.15137	-0.10746  0.04484  0.00226	 0.54521  0.17123  0.21058	 0.03400
 1.32504  18.03648  3.64969	 0.08102  0.05050  0.02165	 0.54522  0.17123  0.21059	 0.03400
-0.83526  0.99461 -0.07320	-0.01676  0.01073 -0.02088	 0.54526  0.17124  0.21060	 0.03400
 0.42752 -1.33647  0.66229	 0.00000 -0.01217  0.00000	 0.54531  0.17126  0.21062	 0.03400
-0.28437 -0.72353 -0.09754	 0.00000 -0.01217  0.00000	 0.54532  0.17126  0.21063	 0.03400
-1.13020  1.27489  0.11970	-0.05311 -0.00329 -0.01946	 0.54535  0.17127  0.21064	 0.03400
 0.59701 -0.97848 -0.08834	 0.00000 -0.01217  0.00000	 0.54538  0.17128  0.21065	 0.03400
-0.54835 -1.17303  0.57667	 0.00000 -0.01217  0.00000	 0.54541  0.17129  0.21066	 0.03400
 0.21715 -1.07329  0.78397	 0.00000 -0.01217  0.00000	 0.54544  0.17130  0.21067	 0.03400
 0.38289 -1.66901 -0.23325	 0.00000 -0.01217  0.00000	 0.54548  0.17131  0.21069	 0.03400
-3.67396  0.46125 -3.63718	-0.03841 -0.00290 -0.06169	 0.54552  0.17132  0.21070	 0.03400
-0.37718 -0.71061  0.40156	 0.00000 -0.01217  0.00000	 0.54553  0.17133  0.21071	 0.03400
-1.67958  1.51910  1.86315	-0.04647 -0.04844  0.02613	 0.54556  0.17134  0.21072	 0.03400
-0.64269 -1.52116 -0.06223	 0.00000 -0.01217  0.00000	 0.54560  0.17135  0.21073	 0.03400
